order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,Date,product_id,quantity,customer_id,customer_name,address,area,pincode,customer_segment,product_name,category,brand,price,Total_Sale,margin_percentage,feedback_id,rating,feedback_text,feedback_category,sentiment,delivery_partner_id,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed,stock_received,damaged_stock,Img,Emoji,Star
8228447952,25910826,13/02/24 0:45,13/02/24 1:05,13/02/24 1:33,Significantly Delayed,682.99,Card,49405,5146570270,13/02/24,352014,3,25910826,Unnati Mangat,"55, Chacko Path, Bardhaman-356666",Pudukkottai,155135,Inactive,praesentium repellendus,Baby Care,Suresh Group,332.6,997.8,30,1414832,1,Sit iusto blanditiis deleniti.,Customer Service,Negative,49405,28,2.66,Significantly Delayed,Traffic,2,0,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/15zP0XBY/angry.png,_
4163466739,40169444,12/04/24 23:28,12/04/24 23:43,12/04/24 23:44,On Time,3115.51,Cash,22919,2942210402,12/04/24,256300,1,40169444,Abhiram Borah,"H.No. 187
Varkey Circle, Naihati 881844",Bhind,822149,Inactive,reiciendis consequuntur,Grocery & Staples,"Krishna, Sandal and Bhalla",426.79,426.79,15,9405867,5,Quia non id vitae odit. Aperiam excepturi aliquid.,Delivery,Positive,22919,1,4.79,On Time,Traffic,0,0,https://i.postimg.cc/jSc7fmbs/grocery.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
6294932235,40428841,28/10/24 4:14,28/10/24 4:30,28/10/24 4:53,Significantly Delayed,3974.91,Card,3408,6099270243,28/10/24,286231,2,40428841,Zehaan Korpal,"74/52, Sastry Marg, Amroha 119355",Haldia,106848,New,commodi ipsa,Cold Drinks & Juices,Raval Group,686.12,1372.24,30,6590989,1,Natus facilis possimus beatae. Labore error porro voluptas.,Product Quality,Negative,3408,23,4.35,Significantly Delayed,Traffic,1,0,https://i.postimg.cc/kXrKPWsd/softdrink.png,https://i.postimg.cc/15zP0XBY/angry.png,_
896917901,54569656,12/04/24 19:56,12/04/24 20:12,12/04/24 20:14,On Time,801.12,UPI,54842,2757890406,12/04/24,305854,1,54569656,Aarna Kara,"79/175, Kota Path, Dehradun 259811",Aurangabad,215181,Regular,delectus maxime,Baby Care,Om-Halder,801.12,801.12,30,320361,4,Omnis expedita alias mollitia adipisci voluptate. Neque amet earum voluptatum praesentium.,App Experience,Positive,54842,2,3.88,On Time,Traffic,2,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
949288244,91582950,06/06/24 4:01,06/06/24 4:21,06/06/24 4:25,On Time,1067.42,Card,52465,5926001085,06/06/24,138077,1,91582950,Gaurang Sarna,"39/464, Sinha Circle, Bidar 759195",Bilaspur,395596,Premium,blanditiis sit,Snacks & Munchies,Thaker PLC,583.54,583.54,35,7336150,5,Distinctio modi rerum commodi vitae libero minima. Provident voluptatibus aliquid voluptatem ipsum.,Customer Service,Positive,52465,4,0.89,On Time,Traffic,2,1,https://i.postimg.cc/CKP7Ydrp/snacks.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
4903014139,16119651,17/10/24 8:46,17/10/24 8:56,17/10/24 8:53,On Time,1718.55,Card,53551,5241534194,17/10/24,469199,3,16119651,Netra Prabhu,"64, Dora Marg
Dindigul 369102",Anand,511600,Regular,eveniet saepe,Pet Care,Shroff-Krishna,650.95,1952.85,35,4723596,5,Ullam est iure ipsum corrupti quos non dolorem. Quidem harum enim doloribus.,Product Quality,Positive,53551,-3,2.97,On Time,,1,0,https://i.postimg.cc/FRMdmQjx/pet-food.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
1080433041,63121469,21/12/24 22:07,21/12/24 22:21,21/12/24 22:44,Significantly Delayed,2092.73,Card,90001,3467003058,21/12/24,115894,1,63121469,Ekani Sani,"H.No. 53, Chana, Sikar-058085",Tadepalligudem,103644,Premium,soluta facere,Dairy & Breakfast,Dar-Gola,840.82,840.82,20,3920477,2,Dolor quam similique. Velit quidem reiciendis magnam a dolorem.,App Experience,Negative,90001,23,4.04,Significantly Delayed,Traffic,2,1,https://i.postimg.cc/X7wFjX1B/food.png,https://i.postimg.cc/zGbrMQ9C/sad.png,__
91720848,48570391,16/01/24 7:40,16/01/24 7:54,16/01/24 7:56,On Time,1341.48,Card,76411,80925721,16/01/24,488304,2,48570391,Brijesh Chaudry,"H.No. 07, Barman Circle, Gorakhpur 422399",Motihari,426950,Premium,delectus est,Pet Care,Samra Group,249.74,499.48,35,6389117,4,Ipsum eveniet modi aperiam laborum et praesentium.,Product Quality,Positive,76411,2,4,On Time,Traffic,2,1,https://i.postimg.cc/FRMdmQjx/pet-food.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
4585124715,98675607,10/09/24 0:30,10/09/24 0:49,10/09/24 0:47,On Time,2092.04,Card,38247,1253511032,10/09/24,243798,2,98675607,Balvan Seth,"30/910, Srivastava Nagar, Madurai-121264",Thanjavur,259533,Premium,commodi deleniti,Instant & Frozen Food,Bawa Inc,495.2,990.4,40,5798871,4,Non fuga rerum perferendis iste accusantium. Qui facere quia. Eaque ut consequatur quae quae.,App Experience,Positive,38247,-2,4.29,On Time,,0,0,https://i.postimg.cc/1RVwdvpH/ice-cream.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
7016728806,63174786,31/12/24 18:22,31/12/24 18:32,31/12/24 18:36,On Time,3037.66,UPI,32242,6948231720,31/12/24,175100,2,63174786,Samaksh Gill,"71/087, Bhakta Nagar, Mango-646377",Agartala,458752,Inactive,voluptates repellendus,Baby Care,"Patel, Dubey and Dhar",265.86,531.72,30,9911746,4,Magnam voluptate commodi nobis. Rerum porro sint consectetur.,Delivery,Positive,32242,4,3.21,On Time,Traffic,0,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
7784188673,9770812,25/12/24 2:53,25/12/24 3:05,25/12/24 3:10,On Time,1592.15,Cash,15237,6785987067,25/12/24,572853,3,9770812,Bhavya Nagar,"678, Venkataraman Circle
Nadiad-436836",Tiruchirappalli,933936,Premium,maxime quos,Pharmacy,"Seth, Kapoor and Basu",267.58,802.74,20,6671022,5,In dolor veritatis aliquid iusto. Occaecati aperiam sapiente repellendus.,Customer Service,Positive,15237,5,2.8,On Time,Traffic,0,1,https://i.postimg.cc/W3x7FCP9/pharmacy.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
6799589979,74496104,13/03/24 14:52,13/03/24 15:05,13/03/24 15:02,On Time,2303.19,Wallet,55600,1347366809,13/03/24,175100,1,74496104,Azad Bath,"H.No. 436
Muni Circle
Firozabad 778815",Bidhannagar,356875,Premium,voluptates repellendus,Baby Care,"Patel, Dubey and Dhar",265.86,265.86,30,7045757,5,Similique perferendis velit quasi deserunt. Enim praesentium dicta facere.,App Experience,Positive,55600,-3,3.42,On Time,,0,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
657333940,46321310,07/08/24 14:49,07/08/24 15:04,07/08/24 15:07,On Time,1214.66,Cash,12436,6780772942,07/08/24,320860,3,46321310,Victor Barad,"145
Warrior Nagar
Moradabad-019721",Dehri,935628,Regular,aperiam aspernatur,Instant & Frozen Food,"Dada, Narain and Banerjee",758.19,2274.57,40,6846595,4,Assumenda possimus unde hic molestias.,Product Quality,Positive,12436,3,3.02,On Time,Traffic,1,0,https://i.postimg.cc/1RVwdvpH/ice-cream.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
7560762483,96062041,07/01/24 5:52,07/01/24 6:07,07/01/24 6:10,On Time,2754.19,UPI,80126,8381657668,07/01/24,999422,2,96062041,Nandini Chadha,"H.No. 352
Kari Chowk, Ghaziabad-321261",Hindupur,636903,Inactive,ea vitae,Grocery & Staples,Barman Group,823.04,1646.08,15,3856785,5,Nihil porro totam error ad enim recusandae. Dolorem modi aperiam placeat.,Delivery,Positive,80126,3,1.2,On Time,Traffic,2,0,https://i.postimg.cc/jSc7fmbs/grocery.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
8029173886,92644621,03/10/24 15:48,03/10/24 16:07,03/10/24 16:11,On Time,2045.91,UPI,43971,1386471406,03/10/24,983638,2,92644621,Diya Panchal,"08, Rout, Cuttack-722803",Panipat,179133,Premium,facilis enim,Household Care,Chadha-Ben,466.18,932.36,25,8122862,5,Error omnis mollitia veniam quisquam. Omnis repudiandae omnis maxime illum id aperiam.,App Experience,Positive,43971,4,2.64,On Time,Traffic,0,0,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
5452468446,38410859,25/01/24 21:25,25/01/24 21:44,25/01/24 21:49,On Time,2725.48,Card,47338,2299642580,25/01/24,93118,3,38410859,Nirja Bhasin,"H.No. 056, Dani Chowk
Sikar 136553",Vijayawada,740241,Inactive,commodi molestias,Personal Care,Loke and Sons,412.44,1237.32,35,9215979,4,Dolorem laudantium nam libero a quae veritatis.,Product Quality,Positive,47338,5,4.67,On Time,Traffic,0,1,https://i.postimg.cc/hvmm7GSw/personal-care.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
6245842471,43576706,20/06/24 8:03,20/06/24 8:23,20/06/24 8:26,On Time,3499.49,Card,26359,5751048930,20/06/24,520636,1,43576706,Bachittar Madan,"63/286, Nayak Marg
Jamalpur-037859",Raichur,415340,New,accusamus unde,Cold Drinks & Juices,"Khurana, Sheth and D’Alia",870.26,870.26,30,9229189,5,Labore impedit quam optio sequi. Eveniet aspernatur aspernatur repudiandae exercitationem.,Delivery,Positive,26359,3,2.36,On Time,Traffic,0,0,https://i.postimg.cc/kXrKPWsd/softdrink.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
2948264971,54926644,27/09/24 11:26,27/09/24 11:45,27/09/24 11:45,On Time,4359.41,Wallet,14130,3815023467,27/09/24,965588,3,54926644,Shravya Handa,"66
Chhabra Zila
Solapur-623126",Morbi,346136,Inactive,placeat provident,Fruits & Vegetables,Lanka LLC,689.04,2067.12,25,8854663,5,Veritatis architecto atque sapiente labore. Reprehenderit veniam modi iure.,App Experience,Positive,14130,0,4.37,On Time,,1,1,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
8112871696,86932720,10/12/24 8:18,10/12/24 8:36,10/12/24 8:34,On Time,1845.07,UPI,65848,4324702795,10/12/24,728347,1,86932720,Mohini Majumdar,"H.No. 305, Bhargava Chowk
Alwar-522672",Patiala,553124,Regular,molestiae iure,Household Care,Saxena-Nori,974.81,974.81,25,1159386,5,Dignissimos unde totam deleniti. Ipsa dolore doloribus minus debitis.,App Experience,Positive,65848,-2,3.93,On Time,,0,0,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
4537188261,83742139,17/11/24 20:28,17/11/24 20:40,17/11/24 20:44,On Time,2525.27,Cash,77139,7456222159,17/11/24,324022,3,83742139,Geetika Rajan,"51/165
Narula Zila, Anantapur-450329",Tiruchirappalli,781098,Premium,recusandae ad,Grocery & Staples,Babu Inc,922.44,2767.32,15,5039390,5,Ipsa eligendi at magnam dolor. Corrupti unde esse suscipit. Ipsa enim a sint sed.,Delivery,Positive,77139,4,1.28,On Time,Traffic,2,0,https://i.postimg.cc/jSc7fmbs/grocery.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
5627857135,60899730,04/09/24 23:27,04/09/24 23:37,05/09/24 0:06,Significantly Delayed,1198.03,UPI,17457,5385338431,04/09/24,884012,3,60899730,Madhavi Dugar,"82, Palla Street
Nizamabad 753591",Vellore,214303,Inactive,ea ipsa,Baby Care,"Banik, Loyal and Agrawal",563.31,1689.93,30,9530294,2,Aperiam qui molestiae quasi iure possimus distinctio. Minima beatae nihil iste.,Product Quality,Negative,17457,29,3.49,Significantly Delayed,Traffic,2,0,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/zGbrMQ9C/sad.png,__
9402314475,60533223,01/02/24 3:39,01/02/24 3:56,01/02/24 3:55,On Time,4226.46,Cash,10855,7578232137,01/02/24,121113,2,60533223,Ishaan Johal,"99/74
Tara
Warangal 344604",Anand,633221,Premium,inventore iste,Snacks & Munchies,"Srinivasan, Lata and Parikh",355.5,711,35,6604994,4,Repellat atque quas repudiandae voluptate. Libero maiores dolorem rerum.,Customer Service,Positive,10855,-1,1.64,On Time,,0,0,https://i.postimg.cc/CKP7Ydrp/snacks.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
9623659176,76700840,31/12/24 11:54,31/12/24 12:12,31/12/24 12:16,On Time,2864.23,Card,87889,1615714010,31/12/24,166357,1,76700840,Harita Oak,"64/580
Mane Street, Nanded 229747",Warangal,691647,New,dolorem rerum,Pharmacy,Kuruvilla LLC,737.65,737.65,20,2576039,4,Ratione atque quis tempora.,Product Quality,Positive,87889,4,2.12,On Time,Traffic,0,0,https://i.postimg.cc/W3x7FCP9/pharmacy.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
3040922398,96206877,09/01/24 5:02,09/01/24 5:12,09/01/24 5:25,Slightly Delayed,3529.63,Cash,37248,5659750258,09/01/24,172338,2,96206877,Chandani Vyas,"17
Rout
Hindupur-885963",Dehri,599491,Premium,nostrum tempore,Cold Drinks & Juices,Mand-Chand,967.68,1935.36,30,1127558,3,Explicabo consequatur enim ullam nam alias aliquam. Eaque voluptate illo.,Customer Service,Neutral,37248,13,2.09,Slightly Delayed,Traffic,1,1,https://i.postimg.cc/kXrKPWsd/softdrink.png,https://i.postimg.cc/d02zccny/confused.png,___
1509557335,1450664,04/04/24 13:46,04/04/24 14:04,04/04/24 14:14,Slightly Delayed,2401.79,Cash,95014,4680668813,04/04/24,201550,2,1450664,Tejas Bal,"97/885
Varghese Chowk, Bongaigaon 937559",Bhatpara,719190,New,dolore ea,Fruits & Vegetables,Nazareth-Magar,29.85,59.7,25,5166447,4,Deleniti corrupti deleniti alias minima. Totam ducimus esse dignissimos nesciunt autem praesentium.,Product Quality,Neutral,95014,10,2.95,Slightly Delayed,Traffic,1,0,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
864840807,17294515,26/12/24 17:18,26/12/24 17:31,26/12/24 17:42,Slightly Delayed,3217.69,UPI,12213,7688971150,26/12/24,523894,1,17294515,Zaid Contractor,"93/06, Batra Zila, Dindigul 097237",Khandwa,456680,Premium,molestiae distinctio,Baby Care,"Jani, Sengupta and Patla",501.55,501.55,30,3724297,4,Magni asperiores esse adipisci. Alias facere at sint ipsam aliquam.,Delivery,Neutral,12213,11,4.68,Slightly Delayed,Traffic,2,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
4658165601,35867699,09/04/24 10:20,09/04/24 10:35,09/04/24 10:38,On Time,1612.61,Cash,92208,5749256140,09/04/24,569492,1,35867699,Gabriel Borra,"70/02, Sahni Circle
Durg-465329",Gopalpur,152293,New,explicabo veritatis,Instant & Frozen Food,"Sagar, Brahmbhatt and Barad",556.96,556.96,40,6102159,4,A explicabo voluptatem tempora. Quidem reiciendis quae perferendis magnam a.,Customer Service,Positive,92208,3,3.86,On Time,Traffic,1,1,https://i.postimg.cc/1RVwdvpH/ice-cream.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
3250434331,31208462,22/01/24 18:55,22/01/24 19:07,22/01/24 19:35,Significantly Delayed,1792.97,UPI,19440,4025905012,22/01/24,293053,2,31208462,Vidhi Ratta,"99
Joshi Circle, Anantapur-830440",Orai,179733,Inactive,eligendi cupiditate,Pet Care,Om-Chander,473.97,947.94,35,8152477,1,Molestiae pariatur natus maxime doloremque iure nesciunt.,Delivery,Negative,19440,28,4.41,Significantly Delayed,Traffic,2,0,https://i.postimg.cc/FRMdmQjx/pet-food.png,https://i.postimg.cc/15zP0XBY/angry.png,_
3170434455,23883302,18/06/24 1:36,18/06/24 1:53,18/06/24 1:48,On Time,2354.68,Cash,85467,1290426555,18/06/24,78511,1,23883302,Patrick Panchal,"75/36
Guha Zila, Vijayanagaram 669369",Vellore,12142,Regular,cum praesentium,Baby Care,Morar-Sidhu,843.43,843.43,30,8622200,5,Libero distinctio corporis praesentium. Nam libero labore delectus omnis reprehenderit neque ipsum.,Delivery,Positive,85467,-5,3.2,On Time,,0,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
7328477261,32771329,25/08/24 6:47,25/08/24 7:02,25/08/24 6:59,On Time,3037.45,Wallet,37099,5194266833,25/08/24,330274,2,32771329,Faqid Sangha,"H.No. 100, Khalsa Ganj, Solapur-278910",Pali,807540,New,fugiat magnam,Fruits & Vegetables,Oommen-Wali,705.02,1410.04,25,9328530,5,Adipisci quas expedita illum ullam.,Delivery,Positive,37099,-3,4.82,On Time,,0,0,https://i.postimg.cc/sgsWvyb6/fruits.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
7754072924,35150686,24/05/24 10:25,24/05/24 10:42,24/05/24 10:46,On Time,2442.64,Card,11122,1835302061,24/05/24,580208,1,35150686,Yadavi Hegde,"306
Ratta Road, Mira-Bhayandar 006478",Khammam,427355,New,doloremque deleniti,Baby Care,Narasimhan LLC,183.29,183.29,30,160821,4,Molestiae veniam ratione. Cumque odio dolore.,App Experience,Positive,11122,4,3.65,On Time,Traffic,2,0,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
3225958463,8219900,18/11/24 22:34,18/11/24 22:44,18/11/24 22:53,Slightly Delayed,3577.01,UPI,50380,807970314,18/11/24,619029,1,8219900,Vedant Oak,"H.No. 35, Joshi Road
Katni 128630",Bhagalpur,184803,Regular,dolor rerum,Household Care,Iyer-Ramesh,605.5,605.5,25,9110397,4,Et beatae assumenda ducimus voluptates et. Dolor aut excepturi saepe nam.,Product Quality,Neutral,50380,9,0.85,Slightly Delayed,Traffic,2,1,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
7024706840,94448750,05/09/24 18:34,05/09/24 18:54,05/09/24 18:52,On Time,3585.16,Card,83248,5011438884,05/09/24,450332,3,94448750,Qushi Jayaraman,"188
Sibal Street
Hosur-574759",Pondicherry,648554,Regular,in iusto,Personal Care,Barad-Devi,802.36,2407.08,35,5791044,4,Sequi esse commodi delectus. At rem accusamus rerum amet beatae.,Product Quality,Positive,83248,-2,4,On Time,,2,1,https://i.postimg.cc/hvmm7GSw/personal-care.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
7251811391,7558732,20/12/24 13:09,20/12/24 13:24,20/12/24 13:24,On Time,444.93,Wallet,28281,5866434365,20/12/24,578395,3,7558732,Anika Varughese,"003, Wadhwa Zila
Belgaum 140586",Patna,333879,Regular,excepturi repellendus,Cold Drinks & Juices,Badami Inc,343.72,1031.16,30,2551277,4,Dolores incidunt rem. Asperiores a fugit eos ea. Amet soluta minima totam tempore veniam.,Delivery,Positive,28281,0,1.33,On Time,,2,1,https://i.postimg.cc/kXrKPWsd/softdrink.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
4109642540,54816772,08/02/24 16:20,08/02/24 16:35,08/02/24 16:50,Slightly Delayed,3622.37,UPI,79204,2518764335,08/02/24,518842,1,54816772,Saksham Khurana,"H.No. 88
Behl Road
Hazaribagh-452234",Gudivada,632529,Regular,sapiente rerum,Instant & Frozen Food,"Dhawan, Bakshi and Oza",456.47,456.47,40,4809066,4,Accusamus harum architecto quis.,Customer Service,Neutral,79204,15,3.06,Slightly Delayed,Traffic,0,0,https://i.postimg.cc/1RVwdvpH/ice-cream.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
3604981063,99870593,12/02/24 5:33,12/02/24 5:52,12/02/24 5:56,On Time,420.45,UPI,70031,8058619254,12/02/24,587007,3,99870593,Robert Kuruvilla,"H.No. 82, Jayaraman Street
Chandrapur 725842",Bhagalpur,453882,Inactive,eveniet fugiat,Baby Care,"Chandran, Jha and Choudhry",119.33,357.99,30,5073860,4,Aut sint sit eveniet. Eum facilis harum reiciendis sapiente.,App Experience,Positive,70031,4,5,On Time,Traffic,2,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
7382430494,32534269,15/03/24 19:54,15/03/24 20:08,15/03/24 20:03,On Time,2970.9,UPI,31993,8108052903,15/03/24,884012,2,32534269,Praneel Pillai,"17/76
Handa, Durgapur 987857",Amravati,673993,New,ea ipsa,Baby Care,"Banik, Loyal and Agrawal",563.31,1126.62,30,4132049,4,Culpa eligendi iure possimus. Culpa alias eos nobis incidunt cumque.,App Experience,Positive,31993,-5,4.48,On Time,,2,0,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
5151007803,3057047,01/12/24 9:42,01/12/24 9:55,01/12/24 9:53,On Time,569.92,Wallet,32667,8061926068,01/12/24,571385,1,3057047,Neelima Brar,"H.No. 066, Kapoor Path
Pallavaram-548248",Machilipatnam,488030,New,nemo delectus,Grocery & Staples,"Choudhury, Comar and Deshpande",569.92,569.92,15,9320859,4,Assumenda totam aperiam est necessitatibus doloribus non illum. Temporibus dolor repellat.,Customer Service,Positive,32667,-2,3.16,On Time,,2,0,https://i.postimg.cc/jSc7fmbs/grocery.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
9643532214,2695518,07/06/24 22:25,07/06/24 22:40,07/06/24 22:39,On Time,2432.83,Card,99374,2004548103,07/06/24,776786,2,2695518,Samaksh Om,"60/923, Soni Nagar, Vasai-Virar-420591",Dibrugarh,354764,Premium,soluta officia,Cold Drinks & Juices,Radhakrishnan-Kumer,144.34,288.68,30,3405663,4,Quidem libero vitae fuga. Eum accusamus tenetur praesentium placeat laudantium.,Product Quality,Positive,99374,-1,0.74,On Time,,2,0,https://i.postimg.cc/kXrKPWsd/softdrink.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
8084729733,4643579,13/02/24 23:07,13/02/24 23:20,13/02/24 23:24,On Time,1567.89,Card,59977,4900390700,13/02/24,435978,3,4643579,Wahab Date,"59/19, Sampath Street
Pali 703405",Gangtok,361437,Inactive,harum aut,Snacks & Munchies,Lalla LLC,878.85,2636.55,35,8998593,4,Hic ipsum unde. Magnam rem saepe. Voluptatum recusandae dolorum voluptatem.,Customer Service,Positive,59977,4,3.35,On Time,Traffic,2,1,https://i.postimg.cc/CKP7Ydrp/snacks.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
6453771340,83110671,29/12/24 22:19,29/12/24 22:36,29/12/24 22:36,On Time,4179.06,Cash,13211,2313094675,29/12/24,513638,1,83110671,Ekapad Narayanan,"09/95, Chokshi Zila, Sambalpur 401774",Aligarh,333923,Regular,asperiores officiis,Household Care,Chaudhari Group,590.8,590.8,25,1766733,5,Pariatur quos optio odit quaerat. Maxime eveniet deleniti dolor est.,Customer Service,Positive,13211,0,2.79,On Time,,1,0,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
8551717564,21074911,05/11/24 2:48,05/11/24 3:06,05/11/24 3:01,On Time,2227.07,Card,15102,8809060420,05/11/24,981939,1,21074911,Onveer Mukhopadhyay,"H.No. 383, Chandra Circle
Bhimavaram-378125",Mira-Bhayandar,645034,Regular,tempora repellat,Pharmacy,Bawa Group,244,244,20,5587896,5,Optio itaque quam. Cumque quibusdam sunt soluta a.,App Experience,Positive,15102,-5,3.85,On Time,,0,0,https://i.postimg.cc/W3x7FCP9/pharmacy.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
9648603608,3894991,26/02/24 1:47,26/02/24 2:05,26/02/24 2:07,On Time,3586.2,UPI,20089,9270730056,26/02/24,821754,3,3894991,Maanas Mishra,"42/86
Butala Path
Ozhukarai-562561",Pudukkottai,850495,Premium,omnis ipsam,Instant & Frozen Food,Raman Group,835.94,2507.82,40,2182961,5,Voluptatibus ullam laudantium modi voluptatibus architecto. Quas fuga cum nisi.,App Experience,Positive,20089,2,3.21,On Time,Traffic,0,1,https://i.postimg.cc/1RVwdvpH/ice-cream.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
6732572102,68108685,23/05/24 18:07,23/05/24 18:25,23/05/24 18:24,On Time,3535.97,Wallet,52973,7500227522,23/05/24,622371,1,68108685,Ikbal Khatri,"77/54, Purohit Ganj, Medininagar 435557",Satara,892370,New,quis tenetur,Instant & Frozen Food,"Shah, Tailor and Pau",389.62,389.62,40,8666105,5,Labore recusandae ducimus quam exercitationem. Placeat quod ipsa.,Product Quality,Positive,52973,-1,2.08,On Time,,0,0,https://i.postimg.cc/1RVwdvpH/ice-cream.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
7448440323,66033984,22/07/24 9:12,22/07/24 9:29,22/07/24 9:35,Slightly Delayed,3744.16,Cash,13194,2085975397,22/07/24,534922,3,66033984,Charles Rajan,"28/37, Dalal Circle, Tirunelveli 150802",Amritsar,20544,Regular,blanditiis non,Baby Care,"Hegde, Prashad and Sachar",280.32,840.96,30,9345417,4,Nisi nostrum optio corporis eum facilis aliquam. Et quia amet explicabo.,Customer Service,Neutral,13194,6,4.15,Slightly Delayed,Traffic,2,1,https://i.postimg.cc/k55tvsJW/feeding.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
7653733336,3622550,12/07/24 14:38,12/07/24 14:53,12/07/24 14:57,On Time,2044.14,UPI,5489,4943429849,12/07/24,279942,1,3622550,Lucky Parekh,"05/83, Butala Street, New Delhi-666532",Pudukkottai,13666,Inactive,neque aut,Snacks & Munchies,Parsa Group,890.62,890.62,35,5582112,4,Vero voluptas tempora quam doloremque sit assumenda. Quis ut excepturi quidem totam pariatur vel.,App Experience,Positive,5489,4,3.99,On Time,Traffic,0,1,https://i.postimg.cc/CKP7Ydrp/snacks.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
7467097424,49393785,15/06/24 5:31,15/06/24 5:45,15/06/24 5:53,Slightly Delayed,389.62,Cash,70685,7352234175,15/06/24,622371,2,49393785,Pratyush Sidhu,"18
Gera, Navi Mumbai-372485",Belgaum,293455,Regular,quis tenetur,Instant & Frozen Food,"Shah, Tailor and Pau",389.62,779.24,40,845689,4,Suscipit incidunt officia similique placeat consectetur quidem.,App Experience,Neutral,70685,8,4.19,Slightly Delayed,Traffic,0,0,https://i.postimg.cc/1RVwdvpH/ice-cream.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
6384316245,19234144,09/04/24 15:55,09/04/24 16:08,09/04/24 16:11,On Time,1438.29,UPI,72696,8355487439,09/04/24,843034,2,19234144,Timothy Gokhale,"034, Raju Path
Akola-549816",Siwan,38444,Regular,quibusdam facilis,Pet Care,Dhillon-Andra,579.72,1159.44,35,3152749,4,Nam natus nulla incidunt eveniet accusamus. Quisquam perferendis vero vitae iste perferendis saepe.,Customer Service,Positive,72696,3,2.86,On Time,Traffic,1,1,https://i.postimg.cc/FRMdmQjx/pet-food.png,https://i.postimg.cc/X7XSGhNR/smile.png,____
2265553087,30683910,10/05/24 21:51,10/05/24 22:09,10/05/24 22:08,On Time,3422.17,Card,75161,4318174812,10/05/24,571385,1,30683910,Ayaan Panchal,"58/311
Patla Path, Thane 760594",Kharagpur,353299,Premium,nemo delectus,Grocery & Staples,"Choudhury, Comar and Deshpande",569.92,569.92,15,9150075,5,Amet natus sapiente inventore. Repellendus facilis explicabo dolore nesciunt.,Product Quality,Positive,75161,-1,0.82,On Time,,2,0,https://i.postimg.cc/jSc7fmbs/grocery.png,https://i.postimg.cc/XYyRxCCx/star.png,_____
